,date,label,"('title', 0)","('title', 1)","('title', 2)","('title', 3)","('title', 4)","('title', 5)","('title', 6)","('title', 7)","('title', 8)","('title', 9)","('title', 10)","('title', 11)","('title', 12)","('title', 13)","('title', 14)","('title', 15)","('title', 16)","('title', 17)","('title', 18)","('title', 19)","('title', 20)","('title', 21)","('title', 22)","('title', 23)","('title', 24)","('title', 25)","('title', 26)","('title', 27)","('title', 28)","('title', 29)","('title', 30)","('title', 31)","('title', 32)","('title', 33)","('title', 34)","('title', 35)","('title', 36)","('title', 37)","('title', 38)","('title', 39)"
794,2018-03-27,-0.6,전용기 향하는 문재인 대통령,전용기 향하는 문재인 대통령,김정숙 여사 두바이 통치자 부인이자 IOC위원 하야 공주와 환담,문 대통령 UAE 방문 마치고 귀국길 올라,文 대통령 UAE 방문 마치고 귀국길 올라,金여사 北의 대화 희망은 韓에 행운…평화 정착됐으면,환송객에게 고개숙여 인사하는 문재인 대통령 내외,北 최고위급 방중 북·중 회담 김정은 가능성…특별열차 귀환,귀국길에 오른 문재인 대통령 내외,귀국길에 오른 문재인 대통령 내외,귀국길에 오른 문재인 대통령,귀국길에 오른 문재인 대통령 내외,귀국길에 오른 문재인 대통령,귀국길에 오른 문재인 대통령 내외,검찰 MB 옥중조사 거부에 김윤옥 이번주 조사 가능성종합,문 대통령 아크부대 방문 끝으로 베트남·UAE 순방 마무리,팩트체크 중국발 미세먼지 대책 없이 정부는 뒷짐만,생후 7개월 된 딸과 숨진 아내가 남편에게 남긴 말,김정숙 여사 두바이 통치자 부인 하야 공주와 환담,일본 우크라이나에 1대 2 패배 유럽 평가전 1무 1패로 러시아월드컵 난항 우려,오래전 ‘이날’3월28일 소녀 1명당 30만원,김정은 방중 확인되면 北최고지도자 7년 만의 中 방문종합,‘폭행·난동’ 래퍼 정상수 구속영장 기각… “증거인멸·도주 우려 없다”,성현출 남구청장 예비후보 “개헌은 촛불혁명의 완성”,전남대 CNU문화산책 37번째 공연,김명진 “광주시 미세먼지 대책 실제효과 기대 난망”,여직원 탈의실 몰래 촬영한 한의원 원장 입건,광주대 아세안에 K뷰티 우수성 전파 앞장,부일CEO아카데미 제11기 원우의 밤,6.13지방선거 충남지사 적합 예비후보자 양승조와 이인제 오차범위 내 접전,김정숙 여사 IOC위원 두바이 공주 면담…평화올림픽 기뻐,귀국길에 오른 문재인 대통령,나토도  러 외교관 7명 추방…신임 절차 중인 3명도 거부,조선대학교 환경미화원 노동조합 CU Again 7만2천 장학금 전달식,슬라이드 포토 김포 돼지농가 A형 구제역 확진,BTS 슈가와 열애 해프닝 수란 이상형 들어보니 조정석·고경표 매력·유재석 위트 섞인,포스텍 이번엔 남학생이 여학생에게 성추행 당했다 ‘미투’,“인건비 내놔” 사장 차량 120km로 들이받은 50대 남성 구속,PD수첩 MB정부가 엄청난 혈세 들인 리튬사업의 실체 추적,강원대 강원문화연구소 내달 4일 이광재 여시재 원장 초청 특강
795,2018-03-28,-2.6,스파이 암살시도 때문 영국 외국인투자 비자제도 개선 착수,일지안희정 성폭행 의혹부터 구속영장 기각까지,고성 산불 16시간 만에 잔불까지 진화···뒷불 감시체계로 전환, 법원 안희정 전 충남지사 구속영장 기각 ,안희정 구속영장 기각… “증거 인멸ㆍ도망 염려 없어”,정봉주 후폭풍 결백시 1억원 내겠다던 김비오 어쩌나,이재명 출마선언 후 첫 행보는 역시나…,안희정 구속영장 기각…방어권 과도한 제한안돼,유종필 관악구청장의 수방 대책 A와 Z,［경주소식］원자력환경공단 신사옥서 벚꽃음악회 개최 ,함안군 말이산고분군 25호분 복원공사 주민참여 행사,‘정무비서 성폭력 의혹’ 안희정 구속영장 기각…법원 “피의자 방어권 제한 우려”,속보성폭행 혐의 안희정 구속 영장 기각,법원 성폭행 의혹 안희정 구속영장 기각,법원 성폭행 의혹 안희정 구속영장 기각속보,‘성폭력 혐의’ 안희정 영장 기각,法 안희정 구속영장 기각..증거인멸·도주 우려 없어보여,법원 ‘비서 성폭행 혐의’ 안희정 전 지사 영장 기각,평화·정의당 교섭단체 잠정 합의…명칭은 ‘평화와 정의의 의원모임’,속보 법원 성폭행 혐의 안희정 구속영장 기각,포토뉴스6·25전쟁 중국군 전사자 유해 봉안식,평화당정의당 공동교섭단체 합의…내일 합의문 발표,전해철 “이재명 당에 대한 기여 성찰해 보라”,김정은 이젠 푸틴과 회담…크렘린궁 계획 아직 없다,평화당정의당 공동교섭단체 구성 합의,평화와 정의의 모임 출범 초읽기…첫 원내대표는 노회찬종합,창원시 미세먼지 배출량 저감에 545억원 투입,안희정 영장 기각…증거인멸·도망 염려 있다고 보기 어려워속보,법원 성폭행 의혹 안희정 구속영장 기각속보,안희정 구속영장 기각…증거인멸·도망우려 없어상보,‘비서 성폭행 혐의’ 안희정 구속영장 기각 사유는,안희정 영장 기각…증거인멸·도망 염려 있다고 보기 어려워, 평화·정의 공동교섭단체 구성 잠정 합의 첫 원내대표는 노회찬  ,안희정 구속영장 기각…“도주·증거인멸 우려 없어”,친문 최재성 배현진과 정면승부 송파을 재선거 출마,안희정 구속영장 기각… 법원 증거인멸·도망우려 없어,法 안희정 구속영장 기각… 증거인멸 우려 없어,종합 법원 “증거인멸·도망 염려 있다고 보기 어려워”…안희정 구속영장 기각,속보 법원 성폭행 의혹 안희정 구속영장 기각,안희정 영장 기각…증거인멸·도망 염려 있다고 보기 어려워
796,2018-03-29,0.7,회담 시간 91분…일사천리 합의,정의용·양제츠 회동…“한반도 비핵화 협력”,김정은 방중 40분 보도…‘환대’로 채웠다,“토마스 바흐 IOC 위원장 평양 도착”,F35A 출고…2021년까지 40대 배치,김정은 위원장이 시진핑 국가주석에게 준 선물은,김정은 위원장의 특별열차 내부는,북한 김정은 노동당 위원장의 특별 열차 모습,김정은 위원장이 시진핑에게 준 선물은,악수하는 시진핑김정은 ,중국과학원 방문한 김정은 ,김정은 위원장 중국과학원 방문,북한 김정은 노동당 위원장의 방명록,리설주에게 선물 설명하는 펑리위안,시진핑평리위안에게 선물 설명하는 리설주,악수하는 김정은 노동당 위원장의 부인 리설주리커창 총리,김정은 중국과학원에 전시된 AI 로봇에 관심,시진핑 국가주석이 김정은 위원장에게 준 선물,남북 정상 4월 27일 만난다,러시아 외무부 리용호 북 외무상 방러 조만간 이루어질 것,‘땅콩 회항’ 조현아 경영 복귀…호텔 사장,김어준의 블랙하우스 강유미 직접 전두환 사저 찾아가,김어준 정봉주 성추행 의혹 “아이러니한 결말이다” 꼼수,인생술집 김희철 이유비는 여자 김희철 감정 기복 심하다 사귀냐는 질문에 단박 디스,김어준의 블랙하우스 강유미 당돌함의 끝판왕 전두환 사저 방문기,블랙하우스 측 사과 방송으로 인사..더욱 노력하겠다,이슈토크 ‘미투’ 그 후…바뀐 것과 바꿔야 할 것은,SBS 방송서 블랙 하우스 정봉주 전 의원 보도 사과 ,일가족 4명 사망…“탈출 시도 흔적 없어”,전자발찌 대상자 국외 도주…인터폴 수배,달리던 무궁화호 객실 유리창 깨져…승객 6명 부상,상당수가 다주택자…투기는 아니다,안희정 영장기각…피해자 측 반발,“공수처 수용”…수사권 조정엔 대립각,‘7시간 의혹’ 차단에 靑·당·정 총동원,크루즈 허브로 도약하는 인천항 관광 거점 돛 올렸다,靑해경 통화만…“컨트롤타워는 없었다”,스브스夜 블랙하우스 강유미 전두환 전 대통령 자택 앞에서 무슨 질문,정봉주 성추행 의혹 제기 피해자·기자 경찰 출석조사,“올해 경영 전략 차별화ㆍ경영ㆍ원가 혁신에 박차”
797,2018-03-30,0.4,文복심 김경수 이르면 내달 2일 경남지사 출사표, 문 대통령 양제츠 특사 만나…남북·북미회담 깊은 대화 ,안철수 우상호 겨냥 더 큰 자리 도전 재고해보길,안철수 등판 초읽기...바른미래당 아리수 공세,사과 하루 만에 또...세월호 돌발 발언 ,안철수 우상호에 큰 자리 도전 재고해야…구태 먼저 벗으라, 금호타이어 노·사 외자유치·경영정상화 상호합의,양승동 후보자 “송구스럽다”는데… KBS는 “노래방 출입 사실까지 인정한 것은 아냐”,양승동 KBS대표 무게·책임감 다시 깊이 새기는 계기됐다,MB정부 국정원 4대강 반대 민간인도 사찰…내주 초 발표,양승동 KBS 사장후보 세월호 참사 당일 노래방 논란종합2보,靑 검찰총장에 반박…갈등 표면화,양제츠 접견…‘사드 보복’ 철회 시사,‘리비아식’ 비핵화 해법이란,靑 “북핵 선 폐기·후 보상 불가능”,타격하는 김민성,양승동 KBS 사장후보 세월호 참사 당일 노래방 방문 논란,기쁨을 나누는 넥센 선수들,안타치는 김민성,이겼다,이슈토크 ‘수사권 갈등’…대립각 세우는 검·경,금호타이어 노사 中 자본 유치 합의,김윤옥도 조사 거부…MB 구속 연장,양승동 KBS 사장후보 청문회xad…법인카드 사용·논문표절 의혹 공방,신혼에 임용 앞두고…소방관 참변,운행 열차 유리창 ‘와장창’…6명 부상,신축 공사장 화재…7명 사상,‘위안부 피해자’ 안점순 할머니 별세,양승동 KBS 사장 후보자 인사청문회,후배 성추행 前 검사 구속영장 기각,바흐 IOC 위원장 김일국 북한 체육상 면담,오수봉 하남시장 “하남시 폐기물 대란 없다”,中 한국 단체관광 정상화···사드 보복 철회,라인뉴스 ‘세월호 논평’ 사과 하루 만에 “朴 탓 아냐”,nan,nan,nan,nan,nan,nan
798,2018-04-02,-1.4,인천 모텔 화재로 20여 명 대피…인명피해는 없어,눈물의 영결식…“안타까운 희생 없길”,단독 “지휘부가 진압 재촉…별도 무전망 사용”,“원장이 세 살배기 학대”…수사 착수,檢 안희정 前 지사 구속영장 재청구,초등학교서 인질극…신분증 확인 안 해,김정은 부부 관람…靑 “남북 화해 진전”,“가을에는 결실…서울서 공연하자”,회색 도시서 탈바꿈…“활기차 보였다”,‘완전 비핵화’ 재강조…“北 시간 벌기 우려”,차기 상륙함 ‘일출봉함’ 하반기 실전 배치, 김한선 기장군수 출마 선언,가수 최진희가 자기 노래도 아닌 뒤늦은 후회를 평양 공연서 불러야 했던 이유는,대통령 권한 축소·의회 권력 강화… 한국당 자체 개헌안 마련,내일 오후 4시 반 남북합동공연…1만 2천석 만석,삼성디스플레이 작업환경 보고서 행정심판 제기로 공개보류,백전노장 전면에...홍준표 보수결집 시동 채비,우리예술단 부상투혼…공연 섭외 뒷얘기,다시 하나된 태권 종주국…평양에 퍼진 발차기 함성,민주 광역단체장 후보 면접…단수공천경선후보 내일 발표종합2보,북 김영철 “취재 제약 잘못된 일” 남측에 직접 사과,1분뉴스 민주당 경선에 결선투표제 도입키로,민주당 ‘경선 분위기 띄워라’ 광역단체장 후보 결선투표로,6·13에 ‘박근혜·MB’ 불러내려는 한국당,한국당 “국회가 선출한 총리가 통일·외교·국방 외 행정권”,南 예술단 첫 평양공연...北 관객 열광,커피 컵 X·포장 치킨 O…세부 기준 공개,이슈토크 ‘폐비닐 혼란’ 급한 불 껐지만…,‘삼성 노조 와해’ 재수사…“추가 문건 발견”,호텔소식 노보텔 앰배서더 부산 스마트 초이스 패키지 출시,국민건강보험공단 올 상반기 신규직원 채용 공고…모집인원 438명 입사지원서 접수 3일 오후 6시 마감,슬라이드 포토 제주 4·3 특별법 개정하라,슬라이드 포토 GMO 완전표시제 도입하라,성폭력이 내게 남긴 ‘질문들’ 그 답을 찾아서,도로공사 동해휴게소삼척방향 식사류 고급화로 고객 만족,슬라이드 포토 만 18세이하 선거권 보장하라,포토뉴스“발달장애인 국가책임제 도입을” 부모의 삭발,구멍뚫린 신분확인…250명 무더기 개통 사기,엄마가 때렸다…9세 여아 보호기관에 친모 신고,포토뉴스“우리는 알고 먹을 권리가 있다”
799,2018-04-03,-0.9,이슈토크 ‘대진표’ 윤곽…최대 승부처는,경찰 “고려대 폭파” 협박전화 건 30대 검거,현직 공군 상사 외삼촌이 초등생 조카 폭행해 숨져,‘경원선 복구’ 남북 회담 의제 검토,“정상들 간 큰 틀 합의·단계적 이행”,“4·3 완전한 해결…이념 벗어나 경쟁”,음악으로 다시 하나된 남북… ‘평화의 디딤돌’ 놓다,군인 외삼촌에 맞은 8세 아이 숨져,경찰 방배초 인질범 구속영장 신청···“범죄 중대·재범 위험”,포토뉴스 세일링 요트 ‘안산호’ 출항 개시,“재활용쓰레기수거 혼란 국민께 송구”,전직 대통령 사건 ‘알 권리’ 우선,한국GM 노조 쟁의조정 신청,“중국에선 해열제 군내에선 마약류”,대여 정수기 필터 교체 주기 늘려,‘MB 아들’ 이시형 씨 비공개 소환조사,朴 1심 선고 헌정 사상 첫 생중계,대구 달성군 논공읍 공장서 불…피해 규모 확인 중  ,‘뇌물 수수 혐의’ 구본영 천안시장 구속,연천군 한탄강지질공원 유네스코 등재 ‘잰걸음’,김관용 경북도지사 선거는 정치인 몫 공직자 몫은 일,양평군 ‘갈산 누리봄 축제’ 13일 개막 ,남북 가수 한 무대…기립 박수 화답,폐비닐 엇박자…주민 혼란 여전,선거 보전금 꿀꺽…재출마까지,“北 리용호 러시아 방문길…왕이와 회동”,경기 김포에서 A형 돼지 구제역 또다시 확진,다시 만납시다...평양 남북합동공연 눈물바다,“적대의 그늘 걷어내고 인간의 존엄함을 꽃피워 나가자”,청 “대통령 ‘사건’ 표현 안 쓴 건 올바른 이름 찾을 수 있게 공백 둔 것”,한국당 홍준표 “4·3 좌익 폭동”,함께 부른 통일노래…평양 남북합동공연 감동의 무대종합,교수 갑질은 우리 전체의 문제…서울대 학생들 갑질 교수 파면 촉구,이철우 의원 경북도지사 클린경선 다짐,“4·3은 분명한 역사적 사실 폄훼 없어야”…‘70년 한’ 씻었다,문 대통령 “예술인들의 노력 망각에서 우리를 일깨워”,슬라이드 포토 음악으로 교감한 한민족…남북 합동공연 우리는 하나,남북 북·미 정상회담 앞두고 기대수준 조정하는 청와대,천정배 “폭행·협박없어도 성관계 동의안했다면 형사처벌해야”,nan
800,2018-04-04,-2.5,검찰 채동욱 사찰 의혹 前서초구청 과장 소환 조사,한국당 대통령이 협상 나서야 vs 靑 가능한 부분이라도 합의해야,화성 도장공장 정화조서 백골 시신 발견···경찰 수사 착수,청주서 5060대 추정 男 택시에 치여 숨져,정부 재활용 쓰레기 대책 발표 계획 취소...이 총리 현장 점검 먼저,슬라이드 포토 안희정 두 번째 영장심사 출석,IS 쫓겨난 시리아 락까에서 유엔 첫 구호 활동,허인 KB국민은행장 신남방 영업 확대를 위한 글로벌 행보 박차,확인 없이 지급…보험사기 자초,교보문고 9급 국가공무원 답안지 묶음 판매,교보문고 9급 공무원 시험 대비 답안지 샘플 판매,내일날씨 전국 대부분 지역에 봄비....미세먼지는 좋음 수준,EU 프랑스 테러 위협 대비 10월말까지 국경통제 연장,파주시 LG디스플레이 화재 안전불감증 재확인 ,檢 채동욱 뒷조사 연루 前서초구청 과장 조사,김현수 농식품부 차관 김포 구제역 방역 현장점검,환경부 재활용 쓰레기 대책 발표 전격 취소...이 총리 현장문제부터 해결하라,朴 선고 이틀 전…첫 생중계 준비 분주,슬라이드 포토 미세먼지 안녕…다시 찾아온 푸른 서울 하늘,미세먼지 마스크 선택과 착용법,한끼줍쇼 장윤주 작은 키173㎝ 때문에 가망 없다는 소리까지 들었다 털어놔,이슈토크 北 비핵화 로드맵 놓고…동상이몽,예술단 귀환…“믿기지 않을 만큼 감동”,통전부장 김영철 전면 등장…왜,안철수 서울시장 출마…3파전 전망,‘방과 후 돌봄’ 확대…5년간 1조 원 투입,6.13지방선거 김해시 제2선거구 도의원 선거 ‘후끈’,안철수 野 대표선수...서울시장 출사표,정부 재활용 대책 발표 취소…李총리 현장 점검부터 하라,임종석 4월 국회 국민투표법 개정해야...야당 반발,인사말하는 김영철 북한 노동당 중앙위 부위원장,만찬 주재하는 김영철 부위원장,문재인 대통령 최소한 맞벌이 부부 자녀만이라도 지원,쌍룡훈련 기상악화로 일부 훈련 취소... 해상 공중 훈련은 정상 실시,탁현민 현송월의 노래 요청에 선택한 곡은,‘채용비리’ KB금융지주 임원 구속…“증거인멸 우려”,채동욱 뒷조사 또 다른 조력자 연루 정황…靑 연관 여부 주목,北매체 남북 합동공연 보도…“민족화합의 열기 달아올라”,北 김영철 부위원장 주재 만찬,검찰 채동욱 사찰 의혹 前서초구청 공무원 조사
801,2018-04-05,3.9,F15K 전투기 칠곡 민간 골프장 인근에 추락,강원랜드 수사단 염동열 의원 내일 소환 조사,깜깜이 오명 학종전형 연세대 등 가이드라인 첫 공개,박지원 의원 北에 한류 흐른다 인민들도 K팝 들을 것,울산 버스사고 블랙박스 공개…사고 유발차가 무리한 ‘칼치기’,썰전 유시민 세월호 7시간 언급 상식적으로 납득 안 되는 일,슈츠 통해 6년 만에 안방극장 복귀하는 장동건 캐릭터 스틸 최초 공개,2018 낙동강 환경 별빛 가요제,교통사고 후 피해자 또 치어 살해…트럭운전사 구속 송치,친구 11명 동원해 후배 5시간 동안 폭행한 여고생 구속,부고 옥영화Mk스포츠 사진부 기자씨 모친상,내일까지 비…미세먼지·강풍 주의,썰전 유시민 청와대 박근혜 전 대통령 보호 위해 거짓말 분노,슬라이드 포토 3주기 의료기관 평가인증 시전면 혁신하라,F15K 전투기 칠곡 유학산에 추락...조종사 1명 시신 수습,슬라이드 포토 KTX 안전 위해 승무원 직접고용하라,사대구학 학술대회 및 창립식,포토강남구 안전점검의날 캠페인 펼쳐,슬라이드 포토 한국GM 노조 인천 부평공장 사장실 점거,인터뷰 도종환 가을이 온다 아닌 가을이 왔다…의미 깊어,한국당 내부서 야권연대 솔솔...실현 가능성은 글쎄,한국당 김태호 추대...김경수와 리턴매치,12년 만의 F15K 추락사고…“모든 기종 일시 비행 중단”,추락 F15K 조종사 1명 시신 수습…“날 밝는 대로 수색 재개”,종합3보칠곡서 공군 전투기 F15K 추락…조종사 1명 시신 수습,‘검찰의 꽃’ 검사장 직급 존폐 두고 개혁위들 ‘엇갈린 의견’,北리용호 남북관계 획기적 전진 가능,재보궐 선거 최소 8곳…정치권 ‘지각변동’ 예고,통일부 남북정상 실무방문 형식의 정기적 만남 가능하지 않을까  ,MB 사위 이상주 삼성전자 전무 준법지원인직 사임,베일 벗은 평양공연...北 김정은 관람·기립박수 환호,시끄러워서 못살겠다... 김해  ‧  부산시민 김해신공항건설 반대 집회,문 대통령 식목일 식수행사서 ‘초등학생의 100원 선물’ 자랑,추락 F15K 전방석 조종사 시신 수습…공군 2명 모두 사망 추정종합,포토뉴스문 대통령 부부 식목일 기념 식수,김태호 vs 김경수 6년 만의 리턴 매치 관심,방러 중국 외교부장 한반도 평화위해 비핵화 노선 견지해야종합,댄 코츠 美 국가정보국장 러시아 北김정은 위원장 방러 초청종합,민주당 광역단체장 경선전 가열...결선투표 변수,배지숙 자유한국당 대구광역시의원 7일 선거사무소 개소식
802,2018-04-06,-0.7,“사필귀정…결과 존중” vs “생중계 개탄”,민주당 광주광역시장 후보 강기정·양향자·이용섭 압축,슬라이드 포토 수도권 덮친 미세먼지…야구 경기도 취소,안양시의회 보사환경위 안양시동안치매안심센터 방문,징역 24년·벌금 180억…“16개 혐의 유죄”,KIEP 美존스홉킨스대 한미연구소 지원 중단,리용호 北외무상 러시아 가기 전 투르크메니스탄 방문종합,북한 태양절경축 국가산업미술전시회 개막,박근혜 구치소 직원 쪽지로 선고 결과 전해 들어,박명재 의원 한국언론사협회 선정 2018 대한민국 우수국회의원 대상 수상 ,태양절경축 만경대상전국무도선수권대회,태양절경축 만경대상전국무도선수권대회,“총 231억 원…말 구입 비용도 뇌물”,북한 태양절경축 만경대상전국무도선수권대회 개막,북한 태양절경축 만경대상전국무도선수권대회 개막,북한 태양절경축 만경대상전국무도선수권대회 개막,김정일 국방위원장 추대 25주년 경축모임,서울 역대 첫 미세먼지 경보…서초구 한때 470㎍㎥까지↑종합,삼성 경영권 승계 청탁 인정 안 해,SKT 3시간 이상 ‘먹통’…항의 빗발,“블랙리스트 헌법 위배”…엄중 책임,북한 태양절경축 국가산업미술전시회 개막,북한 태양절경축 국가산업미술전시회,북한 태양절경축 국가산업미술전시회,북한 태양절경축 국가산업미술전시회,김정일 국방위원장 추대 25주년 경축모임,산부인과 앞에서 움츠러드는 여성들,서울시 미세먼지 경보 밤 10시 기해 ‘해제’,강원 동해안 7개 시·군 오후 11시 강풍주의보 발령,안양시의회 총무경제위 남부시장 야시장 조성현장 방문,황사에 미세먼지…프로야구도 취소,‘영욕 교차’ 굴곡진 삶…중형으로 종지부,법원 앞 태극기 집회…“인정할 수 없다”,법률 용어 알기 쉽게…“국민 눈높이 감안”,첫 생중계…주문 낭독까지 100분,이슈토크 朴 양형 배경과 항소 전망은,朴 구치소서 대기…‘반발’ vs 검찰 ‘항소’,‘안종범 수첩’ 증거력 인정,미르·K재단 모금 유죄…“직권남용”,김정일 국방위원장 추대 25주년 경축모임
803,2018-04-09,1.6,1분뉴스 가장 사망·실직 생계 곤란 가정도 긴급지원,“北 김영철 대남정책 넘어 核·외교 중요 역할”,북한 김정일 국방위원장 추대 25주년 기념행사 생략한 듯, MB 뇌물 등 16개 혐의 구속기소…“다스는 MB것” 못박아 ,“긍정적인 사고방식을 길러준 부모님께 영광을 돌립니다”,검찰 MB 부부 ‘다스 법인카드 2장 사용’ 단서 추가 포착,검찰 “김윤옥 여사 조사 포기한 것 아니다”,430억 들인 공원 애물단지 전락,전자발찌 차고 출국…통제 시스템 ‘구멍’,‘재활용 대란’ 해결책 힘겨루기,잇따른 악재 전북도의회 전북도전북교육청 예산 조기집행 촉구한다,대구은행 금감원 조사 전 채용 대행업체에 자료 폐기 지시,한동대 파푸아뉴기니 교육부 및 3개 대학과 업무 협약 체결,한국당 포항시장후보  이강덕 현 시장 단수추천,김정일 국방위원장 추대 25주년 무도회,차단까지 37분…“총체적 부실”,김정일 국방위원장 추대 25주년 무도회,“동행 비서는 인턴”…승진 의혹도 제기,김정일 국방위원장 추대 25주년 무도회,사촌 동생 괴롭힌다고‥중학생 2명 감금한 20대 구속,부천문화재단 청년예술가 15인 선정,이강인·김정민·정우영 빠진 U19 축구대표팀 JS컵18일 개막 앞두고 첫훈련,농협중앙회 전북지역본부 10일부터 농·축협 공채 접수,슬라이드 포토 삼성 노조와해 의혹 성역없는 수사를,뉴서울 필하모닉 ‘고양시 교향악단’ 상주단체 우선협상 1순위,16개 혐의 기소…“460억 뇌물·횡령”,핵심 쟁점은 다스 실소유주·뇌물,부인·아들도 재판 넘기나,“짜맞추기 수사…검찰은 정권 하수인”,靑 “김기식 출장 적법” 野 “형사고발 검토”,전국법관 대표회의 참석한 대법원장,슬라이드 포토 강경화 장관 취임 후 첫 대학 강연,정의당 “정부는 페이미투에 응답하라”,한국당 권력형 성폭력 형법개정안 ‘안희정 처벌법’ 발의,靑 “해임 수준 아냐”…金 “정책 업무 보좌”,한반도 평화 공존 시대에 활약하는 리더 되길,한국당 포항시장후보  이강덕 현 시장 단수추천,‘북한 비핵화 논의 뜻’ 직접 확인한 미국,김정일 국방위원장 추대 25주년 무도회, 삼성 반도체공장 환경보고서…고용부 정보공개 방침 고수 
804,2018-04-10,-0.6,포토 고노 외무상 서울 도착,강풍에 뜯겨진 외벽,“생방송도 덤덤했는데 미코 무대에서는 식은땀이 났어요”,“행복도시 김천의 마스코트 김영은입니다”,“우리 땅 독도를 알리는 관광통역사가 될 거에요”,대구가 ‘전동휠 메카’로 우뚝 선 비결 “공고 출신 금손 덕분이죠”,호흡기 질환 방치하면 축농증 만성 감기로 이어져,급증하는 흡연자의 디스크 원인은 무엇일까,사고난 버스,신호위반 택시가 시내버스 들이받아…승객 등 4명 부상,강풍에 떨어진 간판,승용차 위로 떨어진 철골 구조물,강풍에 쓰러진 나무,강풍에 부서진 건물,강풍에 무너진 의정부 한 중학교 담,강풍에 부서진 건물,강풍에 부서진 건물,미 애리조나 유명 골프장에 경비행기 추락…6명 사망,‘검찰 수사 보이콧’ 이명박 재판 출석해 적극 대응 방침,기고 한국인들이 노래 잘하는 건 ‘말’ 덕분,강풍에 뜯겨진 외벽,북한 최고인민회의 참가자들 조선혁명박물관 참관,포토 고노 외무상 방한,입국하는 일본 외무상,슬라이드 포토 주한미군 최고전사 선발대회,러북 외무장관 회담,러북 외무장관 회담,북한 최고인민회의 참가자들 조선혁명박물관 참관,가나 피랍국민 3명 석방 협상 시작된 듯,러북 외무장관 회담,러북 외무장관 회담,한국당 광역단체장 공천 마무리...세종시장 후보에 송아영,러북 외무장관 회담,포토 이용호 러 외무장관과 회담,공항 의전 논란에 곧바로 사과한 한국당 김성태 원내대표,포토 고노 日 외무상 방한,포토 차에 오르는 고노 다로,포토 차에 오르는 고노 다로,직장내 성희롱 신고는 한해 500건 검찰 기소는 5년간 9건,포토 고노 다로 외무상 입국
805,2018-04-11,-0.0,513명 숨진 ‘형제복지원’ 진상 규명,송파구 ‘주민소통공감’ 부문 대상 수상,한국산기대 나눔문화예술협회와 MOU,홍성일 대표 佛 최고 훈장 받아,인제군 한국에너지재단과 에너지효율개선사업 협약,“복지원 아닌 생지옥”…“진상 밝혀야”,‘덜덜이 작업’ 신종 중고차 사기,전주대 농업과학기술 세미나 개최,슬라이드 포토 현충원 참배하는 고노 일본 외무상,北TV 최고인민회의 개최 관련 보도 없어…이례적,北 매체 “러시아 한반도 긴장완화 조성 전적 지지”,마산문화원 새 보금자리 입성 신축 개원식 열려,“남북 회담 북미 회담 ‘길잡이’ 역할”,여야 ‘김기식 공방’ 격화…전면전 양상,이슈토크 ‘김기식 출장’ 공방…여야 전면전 확산,우리은행 중소 수출입기업 대상 환리스크 관리 세미나 실시,한국당 서울시장 후보에 김문수 확정,“김성태 원내대표 여성에 대한 2차 가해 멈추라”,정의용 비밀리 미국 방문…볼턴 NSC보좌관 만날듯,내달 한중일 정상 만난다,트럼프 러시아 준비하라…스마트한 미사일 갈 것 종합,정의용 비밀리 미국 방문…볼턴 NSC보좌관 만날듯,北 북·러 외교장관회담 보도...협조관계 발전에 일치,일본 외무상과 악수하는 문재인 대통령,포토뉴스 바른미래당 인재 영입,부산 한국당 시의원 선거구 20곳 단수 추천,北 북·러 외교장관회담 보도…협조관계 발전에 일치,계명대 조현준 교수 단편영화 시계로 칸 영화제 초청,한동대 블록체인 기술 릴레이특강 개최,공주대 조용천 외교부 대사 초청 특강,허위 매물로 유인해 비싼 중고차 강매···‘덜덜이 작업’ 일당 검거,미세먼지에 폐암 증가 첫 확인,고노 다로 日 외무상 만난 문재인 대통령,바닷가 초고층 아파트 물난리…주민 불안,‘경기문화창조허브’ 고양시에 5번째 조성,해경 해양사고 대응 능력 확 높인다,부구욱 와이즈유 총장 중국 HEPA포럼 연설,배재대 한국산업인력공단과 현장소통 간담회,금오공대 2018 학술전자정보 박람회 개최,충남도 中 9개 지방정부와 협력 강화
